,A1_cat,A4_cat,A5_cat,A6_cat,A7_cat,A9_cat,A10_cat,A12_cat,A13_cat,A2,A3,A8,A11,A14,A15,A16
344,1,1,0,5,2,0,0,1,0,23.08,2.5,0.085,0,100,4208,0
345,0,1,0,8,2,0,0,0,0,26.83,0.54,0.0,0,100,0,0
346,0,2,2,8,7,0,0,0,2,16.92,0.335,0.29,0,200,0,0
347,1,1,0,4,1,0,1,0,0,24.42,2.0,0.165,2,320,1300,0
348,1,1,0,9,7,0,1,1,0,42.83,1.25,13.875,1,352,112,0
349,1,1,0,0,7,0,0,0,0,22.75,6.165,0.165,0,220,1000,0
350,1,2,2,9,7,0,0,0,2,39.42,1.71,0.165,0,400,0,0
351,1,2,2,8,3,0,0,1,0,23.58,11.5,3.0,0,20,16,0
352,0,2,2,11,5,0,0,1,0,21.42,0.75,0.75,0,132,2,0
353,1,2,2,12,7,0,0,1,0,33.0,2.5,7.0,0,280,0,0
354,0,1,0,4,1,0,0,1,0,26.33,13.0,0.0,0,140,1110,0
355,1,1,0,8,3,0,0,1,2,45.0,4.585,1.0,0,240,0,0
356,1,1,0,12,7,0,0,0,0,26.25,1.54,0.125,0,100,0,0
357,1,2,2,4,1,0,0,0,0,20.83,0.5,1.0,0,260,0,0
358,0,1,0,3,7,0,0,0,0,28.67,14.5,0.125,0,0,286,0
359,1,2,2,1,7,0,0,1,2,20.67,0.835,2.0,0,240,0,0
360,-1,1,0,6,0,0,0,1,0,34.42,1.335,0.125,0,440,4500,0
361,0,1,0,6,0,0,0,1,2,33.58,0.25,4.0,0,420,0,0
362,1,1,0,6,0,0,0,1,0,43.17,5.0,2.25,0,141,0,0
363,1,1,0,1,7,0,0,0,0,22.67,7.0,0.165,0,160,0,0
364,1,2,2,6,0,0,0,0,0,24.33,2.5,4.5,0,200,456,0
365,1,2,2,5,2,0,0,1,0,56.83,4.25,5.0,0,0,4,0
366,1,1,0,8,7,0,0,1,0,22.08,11.46,1.585,0,100,1212,0
367,0,2,2,1,7,0,0,1,0,34.0,5.5,1.5,0,60,0,0
368,0,2,2,0,7,0,0,1,0,22.58,1.5,0.54,0,120,67,0
369,0,1,0,1,7,0,0,1,2,21.17,0.0,0.5,0,0,0,0
370,1,1,0,6,0,0,0,1,0,26.67,14.585,0.0,0,178,0,0
371,1,1,0,9,7,0,0,0,2,22.92,0.17,0.085,0,0,0,0
372,1,1,0,4,7,0,0,0,0,15.17,7.0,1.0,0,600,0,0
373,1,1,0,6,0,0,0,0,0,39.92,5.0,0.21,0,550,0,0
374,1,1,0,0,0,0,0,1,0,27.42,12.5,0.25,0,720,0,0
375,1,1,0,9,7,0,0,1,0,24.75,0.54,1.0,0,120,1,0
376,1,2,2,12,7,0,0,0,0,41.17,1.25,0.25,0,0,195,0
377,1,1,0,3,7,0,0,1,0,33.08,1.625,0.54,0,0,0,0
378,1,2,2,13,3,0,0,0,0,29.83,2.04,0.04,0,128,1,0
379,1,2,2,5,2,0,0,0,0,23.58,0.585,0.125,0,120,87,0
380,1,2,2,8,3,0,0,1,0,26.17,12.5,1.25,0,0,17,0
381,0,1,0,1,7,0,0,0,0,31.0,2.085,0.085,0,300,0,0
382,1,2,2,7,7,0,0,0,0,20.75,5.085,0.29,0,140,184,0
383,0,1,0,1,7,0,0,0,0,28.92,0.375,0.29,0,220,140,0
384,1,1,0,6,0,0,0,1,0,51.92,6.5,3.085,0,73,0,0
385,1,1,0,10,7,0,0,0,2,22.67,0.335,0.75,0,160,0,0
386,1,2,2,6,0,0,0,1,0,34.0,5.085,1.085,0,480,0,0
387,1,1,0,5,2,0,0,0,2,69.5,6.0,0.0,0,0,0,0
388,0,2,2,1,7,0,1,0,0,19.58,0.665,1.0,1,2000,2,0
389,1,1,0,12,7,0,1,0,0,16.0,3.125,0.085,1,0,6,0
390,0,1,0,10,7,0,1,0,0,17.08,0.25,0.335,4,160,8,0
391,0,1,0,5,2,0,1,0,0,31.25,2.835,0.0,5,176,146,0
392,0,1,0,1,7,0,1,0,0,25.17,3.0,1.25,1,0,22,0
393,1,1,0,6,7,0,0,0,0,22.67,0.79,0.085,0,144,0,0
394,1,1,0,6,0,0,0,0,2,40.58,1.5,0.0,0,300,0,0
395,1,1,0,8,7,0,0,1,0,22.25,0.46,0.125,0,280,55,0
396,1,2,2,5,2,0,0,0,0,22.25,1.25,3.25,0,280,0,0
397,0,2,2,8,7,0,0,0,0,22.5,0.125,0.125,0,200,70,0
398,1,1,0,1,7,0,0,1,0,23.58,1.79,0.54,0,136,1,0
399,1,1,0,1,7,0,1,0,0,38.42,0.705,0.375,2,225,500,0
400,0,2,2,5,2,0,0,1,0,26.58,2.54,0.0,0,180,60,0
401,1,1,0,6,7,0,0,1,0,35.0,2.5,1.0,0,210,0,0
402,1,1,0,10,7,0,0,0,0,20.42,1.085,1.5,0,108,7,0
403,1,1,0,12,7,0,0,0,0,29.42,1.25,1.75,0,200,0,0
404,0,1,0,2,7,0,0,0,0,26.17,0.835,1.165,0,100,0,0
405,1,1,0,1,7,0,0,0,1,33.67,2.165,1.5,0,120,0,0
406,1,1,0,1,7,0,0,0,0,24.58,1.25,0.25,0,110,0,0
407,1,1,0,12,7,0,0,1,0,27.67,2.04,0.25,0,180,50,0
408,1,1,0,4,7,0,0,0,0,37.5,0.835,0.04,0,120,5,0
409,1,1,0,5,2,0,0,0,0,49.17,2.29,0.29,0,200,3,0
410,1,2,2,2,7,0,0,0,0,33.58,0.335,0.085,0,180,0,0
411,0,2,2,5,2,0,0,0,0,51.83,3.0,1.5,0,180,4,0
412,1,2,2,1,7,0,0,0,0,22.92,3.165,0.165,0,160,1058,0
413,1,1,0,8,7,0,0,1,0,21.83,1.54,0.085,0,356,0,0
414,1,1,0,0,7,0,0,0,0,25.25,1.0,0.5,0,200,0,0
415,1,1,0,1,7,0,0,1,0,58.58,2.71,2.415,0,320,0,0
416,1,2,2,5,2,0,1,0,0,19.0,0.0,0.0,4,45,1,0
417,1,1,0,5,2,0,1,0,0,19.58,0.585,0.0,3,350,769,0
418,1,1,0,5,2,0,0,1,2,53.33,0.165,0.0,0,62,27,0
419,1,1,0,5,2,0,1,0,0,27.17,1.25,0.0,1,92,300,0
420,1,1,0,8,7,0,1,1,0,25.92,0.875,0.375,2,174,3,0
421,1,1,0,8,7,0,1,0,2,23.08,0.0,1.0,11,0,0,0
422,0,1,0,5,2,0,1,0,0,39.58,5.0,0.0,2,17,1,0
423,0,2,2,9,7,0,0,1,2,30.58,2.71,0.125,0,80,0,0
424,1,1,0,8,7,0,0,1,0,17.25,3.0,0.04,0,160,40,0
425,1,2,2,7,2,0,0,0,0,17.67,0.0,0.0,0,86,0,0
426,1,1,0,1,7,0,0,0,0,16.5,0.125,0.165,0,132,0,0
427,1,1,0,5,2,0,0,0,0,27.33,1.665,0.0,0,340,1,0
428,0,1,0,5,2,0,1,0,0,31.25,1.125,0.0,1,96,19,0
429,0,1,0,1,7,0,0,0,0,20.0,7.0,0.5,0,0,0,0
430,0,1,0,1,7,0,0,0,0,39.5,1.625,1.5,0,0,316,0
431,1,1,0,10,7,0,0,0,0,36.5,4.25,3.5,0,454,50,0
432,1,1,0,3,7,0,0,1,0,52.42,1.5,3.75,0,0,350,0
433,1,1,0,12,7,0,0,0,0,36.17,18.125,0.085,0,320,3552,0
434,1,2,2,1,7,0,0,0,0,29.67,0.75,0.04,0,240,0,0
435,-1,1,0,6,0,0,0,0,0,36.17,5.5,5.0,0,210,687,0
436,1,2,2,1,7,0,0,1,0,25.67,0.29,1.5,0,160,0,0
437,1,2,2,1,7,0,0,0,0,24.5,2.415,0.0,0,120,0,0
438,1,1,0,9,7,0,1,0,0,24.08,0.875,0.085,4,254,1950,0
439,1,1,0,1,7,0,0,0,0,21.92,0.5,0.125,0,360,0,0
440,1,1,0,5,2,0,1,0,0,36.58,0.29,0.0,10,200,18,0
441,1,1,0,7,4,0,1,0,0,23.0,1.835,0.0,1,200,53,0
442,0,1,0,9,7,0,1,1,0,27.58,3.0,2.79,1,280,10,0
443,1,1,0,1,7,0,1,1,0,31.08,3.085,2.5,2,160,41,0
444,1,1,0,12,3,0,1,0,0,30.42,1.375,0.04,3,0,33,0
445,0,1,0,8,7,0,0,0,0,22.08,2.335,0.75,0,180,0,0
446,0,1,0,6,3,0,0,1,0,16.33,4.085,0.415,0,120,0,0
447,0,1,0,8,3,0,0,0,0,21.92,11.665,0.085,0,320,5,0
448,1,2,2,6,3,0,0,0,0,21.08,4.125,0.04,0,140,100,0
449,0,1,0,6,7,0,0,0,0,17.42,6.5,0.125,0,60,100,0
450,1,2,2,6,7,0,0,1,0,19.17,4.0,1.0,0,360,1000,0
451,1,1,0,1,7,0,0,0,0,20.67,0.415,0.125,0,0,44,0
452,0,1,0,3,7,0,0,1,0,26.75,2.0,0.75,0,80,0,0
453,1,1,0,6,3,0,0,1,0,23.58,0.835,0.085,0,220,5,0
454,1,2,2,6,3,0,0,1,2,39.17,2.5,10.0,0,200,0,0
455,1,1,0,6,7,0,0,0,0,22.75,11.5,0.415,0,0,0,0
456,1,1,0,6,7,0,1,1,0,16.92,0.5,0.165,6,240,35,0
457,1,2,2,8,7,0,1,1,0,23.5,3.165,0.415,1,280,80,0
458,1,1,0,0,7,0,1,1,0,17.33,9.5,1.75,10,0,10,0
459,1,2,2,1,7,0,1,0,0,23.75,0.415,0.04,2,128,6,0
460,1,1,0,9,7,0,0,0,2,34.67,1.08,1.165,0,28,0,0
461,-1,2,2,5,2,0,1,0,0,74.83,19.0,0.04,2,0,351,0
462,0,2,2,8,7,0,0,0,0,28.17,0.125,0.085,0,216,2100,0
463,1,2,2,0,7,0,0,1,0,24.5,13.335,0.04,0,120,475,0
464,0,2,2,5,2,0,0,1,0,18.83,3.54,0.0,0,180,1,0
465,1,1,0,10,3,1,1,0,0,47.25,0.75,2.75,1,333,892,1
466,1,1,0,10,7,1,1,1,0,24.17,0.875,4.625,2,520,2000,1
467,1,1,0,9,7,1,1,0,0,39.25,9.5,6.5,14,240,4607,1
468,1,1,0,1,3,1,0,0,0,20.5,11.835,6.0,0,340,0,1
469,1,2,2,1,3,1,0,0,0,18.83,4.415,3.0,0,240,0,1
470,1,1,0,12,7,1,0,0,0,19.17,9.5,1.5,0,120,2206,1
471,-1,1,0,13,3,1,0,1,0,25.0,0.875,1.04,0,160,5860,1
472,0,1,0,1,7,1,1,1,0,20.17,9.25,1.665,3,40,28,1
473,1,1,0,1,7,1,1,1,0,25.75,0.5,1.46,5,312,0,1
474,1,1,0,1,7,1,1,0,0,20.42,7.0,1.625,3,200,1391,1
475,0,1,0,2,7,1,1,1,0,39.0,5.0,3.5,10,0,0,1
476,1,1,0,5,2,1,1,0,0,64.08,0.165,0.0,1,232,100,1
477,0,1,0,13,7,1,1,0,0,28.25,5.125,4.75,2,420,7,1
478,1,1,0,1,7,1,1,1,0,28.75,3.75,1.085,1,371,0,1
479,1,1,0,1,7,1,1,0,0,31.33,19.5,7.0,16,0,5000,1
480,1,1,0,0,7,1,1,0,0,18.92,9.0,0.75,2,88,591,1
481,1,1,0,10,3,1,1,0,0,24.75,3.0,1.835,19,0,500,1
482,1,1,0,1,7,1,1,0,0,30.67,12.0,2.0,1,220,19,1
483,0,2,2,12,7,1,1,1,0,21.0,4.79,2.25,1,80,300,1
484,1,2,2,12,7,1,1,1,0,13.75,4.0,1.75,2,120,1000,1
485,0,1,0,7,4,1,0,0,0,46.0,4.0,0.0,0,100,960,1
486,1,1,0,1,7,1,0,0,0,44.33,0.0,2.5,0,0,0,1
487,0,1,0,4,1,1,0,0,0,20.25,9.96,0.0,0,0,0,1
488,0,2,2,1,3,1,0,0,0,22.67,2.54,2.585,0,0,0,1
489,1,1,0,0,7,1,1,0,0,60.92,5.0,4.0,4,0,99,1
490,1,1,0,1,7,1,1,1,0,16.08,0.75,1.75,5,352,690,1
491,0,1,0,10,7,1,1,0,0,28.17,0.375,0.585,4,80,0,1
492,0,1,0,13,7,1,1,1,0,39.17,1.71,0.125,5,480,0,1
493,1,1,0,4,1,1,1,1,0,30.0,5.29,2.25,5,99,500,1
494,1,1,0,9,7,1,1,0,0,22.83,3.0,1.29,1,260,800,1
495,1,1,0,10,7,1,1,0,0,22.5,8.5,1.75,10,80,990,0
496,0,1,0,10,7,1,0,1,0,28.58,1.665,2.415,0,440,0,0
497,1,1,0,1,7,1,0,1,0,45.17,1.5,2.5,0,140,0,0
498,0,1,0,8,7,1,0,0,0,41.58,1.75,0.21,0,160,0,0
499,1,1,0,6,0,1,0,1,0,57.08,0.335,1.0,0,252,2197,0
500,-1,1,0,8,3,1,1,1,0,55.75,7.08,6.75,3,100,50,0
501,0,1,0,10,3,1,1,0,0,43.25,25.21,0.21,1,760,90,0
502,1,1,0,1,3,1,0,1,0,25.33,2.085,2.75,0,360,1,0
503,0,1,0,0,3,1,0,0,0,24.58,0.67,1.75,0,400,0,0
504,0,1,0,6,0,1,0,0,0,43.17,2.25,0.75,0,560,0,0
505,1,1,0,5,2,1,0,0,0,40.92,0.835,0.0,0,130,1,0
506,1,1,0,0,7,1,0,1,0,31.83,2.5,7.5,0,523,0,0
507,0,2,2,5,2,1,0,0,0,33.92,1.585,0.0,0,320,0,0
508,0,1,0,5,2,1,0,0,0,24.92,1.25,0.0,0,80,0,0
509,1,1,0,13,3,1,0,1,0,35.25,3.165,3.75,0,680,0,0
510,0,1,0,12,0,1,0,1,0,34.25,1.75,0.25,0,163,0,0
511,1,2,2,2,7,1,0,1,0,19.42,1.5,2.0,0,100,20,0
512,1,1,0,6,0,1,0,0,0,42.75,3.0,1.0,0,0,200,0
513,1,2,2,8,3,1,0,1,0,19.67,10.0,0.835,0,140,0,0
514,0,1,0,12,7,1,0,1,0,36.33,3.79,1.165,0,200,0,0
515,0,2,2,6,0,1,1,1,0,30.08,1.04,0.5,10,132,28,0
516,1,2,2,3,7,1,0,0,2,44.25,11.0,1.5,0,0,0,0
517,1,2,2,12,7,1,1,1,0,23.58,0.46,2.625,6,208,347,0
518,1,1,0,3,3,1,1,0,0,23.92,1.5,1.875,6,200,327,1
519,1,1,0,13,7,1,1,1,0,33.17,1.0,0.75,7,340,4071,1
520,1,1,0,9,7,1,0,0,2,48.33,12.0,16.0,0,110,0,1
521,1,1,0,4,8,1,1,1,0,76.75,22.29,12.75,1,0,109,1
522,1,1,0,6,0,1,1,0,0,51.33,10.0,0.0,11,0,1249,1
523,1,1,0,11,5,1,1,1,0,34.75,15.0,5.375,9,0,134,1
524,1,1,0,12,7,1,1,0,0,38.58,3.335,4.0,14,383,1344,1
525,1,2,2,13,3,1,1,0,0,22.42,11.25,0.75,4,0,321,1
526,1,1,0,1,3,1,1,0,0,41.92,0.42,0.21,6,220,948,1
527,1,1,0,12,7,1,1,1,0,29.58,4.5,7.5,2,330,0,1
528,1,1,0,12,7,1,1,0,0,32.17,1.46,1.085,16,120,2079,1
529,1,1,0,13,3,1,0,0,0,51.42,0.04,0.04,0,0,3000,1
530,1,1,0,10,3,1,1,1,0,22.83,2.29,2.29,7,140,2384,1
531,1,1,0,2,3,1,1,0,0,25.0,12.33,3.5,6,400,458,1
532,1,1,0,13,3,1,0,0,0,26.75,1.125,1.25,0,0,5298,1
533,0,1,0,1,3,1,0,0,0,23.33,1.5,1.415,0,422,200,1
534,1,1,0,10,3,1,0,1,0,24.42,12.335,1.585,0,120,0,1
535,1,1,0,10,3,1,0,1,0,42.17,5.04,12.75,0,92,0,1
536,0,1,0,0,7,1,0,0,0,20.83,3.0,0.04,0,100,0,1
537,1,1,0,12,3,1,1,1,0,23.08,11.5,2.125,11,290,284,1
538,0,1,0,13,3,1,0,0,0,25.17,2.875,0.875,0,360,0,1
539,0,2,2,1,7,1,1,1,0,43.08,0.375,0.375,8,300,162,1
540,1,1,0,0,7,1,1,0,0,35.75,0.915,0.75,4,0,1583,1
541,1,1,0,12,7,1,1,1,0,59.5,2.75,1.75,5,60,58,1
542,1,2,2,3,7,1,1,1,0,21.0,3.0,1.085,8,160,1,1
543,1,2,2,13,7,1,1,1,0,21.92,0.54,0.04,1,840,59,1
544,0,1,0,5,2,1,1,1,0,65.17,14.0,0.0,11,0,1400,1
545,1,1,0,1,3,1,1,0,0,20.33,10.0,1.0,4,50,1465,1
546,0,2,2,1,3,1,1,1,0,32.25,0.165,3.25,1,432,8000,1
547,1,1,0,1,7,1,1,0,0,30.17,0.5,1.75,11,32,540,1
548,0,1,0,1,7,1,1,0,0,25.17,6.0,1.0,3,0,0,1
549,1,1,0,1,7,1,1,0,0,39.17,1.625,1.5,10,186,4700,1
550,1,1,0,9,7,1,1,1,0,39.08,6.0,1.29,5,108,1097,1
551,1,1,0,13,7,1,1,1,0,31.67,0.83,1.335,8,303,3290,1
552,0,1,0,4,7,0,1,0,2,41.0,0.04,0.04,1,560,0,1
553,0,1,0,9,7,1,0,1,0,48.5,4.25,0.125,0,225,0,1
554,1,2,2,12,3,1,0,1,0,32.67,9.0,5.25,0,154,0,1
555,1,2,2,4,8,1,0,0,0,28.08,15.0,0.0,0,0,13212,1
556,1,1,0,5,2,1,0,1,0,73.42,17.75,0.0,0,0,0,1
557,1,1,0,13,3,1,1,1,0,64.08,20.0,17.5,9,0,1000,1
558,1,1,0,1,7,1,1,0,0,51.58,15.0,8.5,9,0,0,1
559,1,2,2,1,7,1,1,1,0,26.67,1.75,1.0,5,160,5777,1
560,1,1,0,1,7,1,1,1,0,25.33,0.58,0.29,7,96,5124,1
561,1,1,0,2,7,1,1,0,0,30.17,6.5,3.125,8,330,1200,1
562,1,1,0,1,3,1,1,1,0,27.0,0.75,4.25,3,312,150,1
563,1,1,0,12,7,0,0,1,0,34.17,5.25,0.085,0,290,6,1
564,1,1,0,8,7,1,0,1,0,38.67,0.21,0.085,0,280,0,1
565,1,1,0,1,0,1,0,0,0,25.75,0.75,0.25,0,349,23,1
566,1,1,0,1,7,1,1,1,0,46.08,3.0,2.375,8,396,4159,1
567,1,1,0,0,7,1,1,0,0,21.5,6.0,2.5,3,80,918,1
568,1,1,0,1,7,1,1,1,0,20.5,2.415,2.0,11,200,3000,1
569,1,1,0,8,7,1,1,0,0,29.5,0.46,0.54,4,380,500,1
570,1,2,2,8,7,0,0,0,0,29.83,1.25,0.25,0,224,0,0
571,1,1,0,10,7,0,0,0,0,20.08,0.25,0.125,0,200,0,0
572,1,1,0,1,3,1,0,0,0,23.42,0.585,0.085,0,180,0,0
573,1,2,2,8,7,0,0,1,0,29.58,1.75,1.25,0,280,0,0
574,0,1,0,1,7,0,0,0,0,16.17,0.04,0.04,0,0,0,1
575,0,1,0,8,7,0,0,1,0,32.33,3.5,0.5,0,232,0,0
576,1,1,0,13,0,0,0,1,0,47.83,4.165,0.085,0,520,0,0
577,0,2,2,8,7,0,0,0,0,20.0,1.25,0.125,0,140,4,0
578,-1,2,2,10,3,0,1,1,0,27.58,3.25,5.085,2,369,1,0
579,1,1,0,12,7,0,1,0,0,22.0,0.79,0.29,1,420,283,0
580,1,1,0,1,0,0,1,1,0,19.33,10.915,0.585,2,200,7,0
581,1,1,0,1,7,0,0,0,0,38.33,4.415,0.125,0,160,0,0
582,0,1,0,1,3,0,1,1,0,29.42,1.25,0.25,2,400,108,0
583,1,1,0,6,7,0,1,1,0,22.67,0.75,1.585,1,400,9,0
584,1,2,2,5,2,0,1,0,0,32.25,14.0,0.0,2,160,1,0
585,1,1,0,9,7,0,1,1,0,29.58,4.75,2.0,1,460,68,0
586,1,2,2,0,7,1,0,0,0,18.42,10.415,0.125,0,120,375,0
587,1,1,0,6,7,0,0,0,0,22.17,2.25,0.125,0,160,10,0
588,1,1,0,1,4,0,0,1,2,22.67,0.165,2.25,0,0,0,1
589,1,1,0,10,7,0,0,0,0,18.83,0.0,0.665,0,160,1,0
590,0,2,2,2,7,0,0,0,0,21.58,0.79,0.665,0,160,0,0
591,1,1,0,1,7,0,0,0,2,23.75,12.0,2.085,0,80,0,0
592,1,1,0,5,2,0,0,0,0,36.08,2.54,0.0,0,0,1000,0
593,1,1,0,3,3,0,0,0,0,29.25,13.0,0.5,0,228,0,0
594,1,1,0,12,7,0,0,0,0,19.58,0.665,1.665,0,220,5,0
595,1,1,0,10,7,0,0,1,0,22.92,1.25,0.25,0,120,809,0
596,1,1,0,9,3,0,1,1,0,27.25,0.29,0.125,1,272,108,0
597,0,1,0,5,2,0,0,0,0,38.75,1.5,0.0,0,76,0,0
598,1,2,2,8,2,0,0,0,0,32.42,2.165,0.0,0,120,0,0
599,1,1,0,12,7,0,1,1,0,23.75,0.71,0.25,1,240,4,0
600,1,1,0,1,5,0,1,1,0,18.17,2.46,0.96,2,160,587,0
601,1,2,2,9,7,0,0,1,0,40.92,0.5,0.5,0,130,0,0
602,1,1,0,0,7,0,0,0,0,19.5,9.585,0.79,0,80,350,0
603,1,1,0,0,7,0,0,1,0,28.58,3.625,0.25,0,100,0,0
604,0,1,0,8,7,0,0,1,0,35.58,0.75,1.5,0,231,0,0
605,0,1,0,6,0,0,0,1,0,34.17,2.75,2.5,0,232,200,0
606,0,2,2,0,7,0,0,1,0,31.58,0.75,3.5,0,320,0,0
607,0,1,0,0,3,0,0,0,0,52.5,7.0,3.0,0,0,0,0
608,1,2,2,12,7,0,0,1,0,36.17,0.42,0.29,0,309,2,0
609,0,1,0,2,7,0,0,1,0,37.33,2.665,0.165,0,0,501,0
610,1,1,0,1,7,0,0,0,0,20.83,8.5,0.165,0,0,351,0
611,1,1,0,0,7,0,0,1,0,24.08,9.0,0.25,0,0,0,0
612,1,1,0,8,3,0,0,1,0,25.58,0.335,3.5,0,340,0,0
613,1,1,0,5,2,0,1,0,0,35.17,3.75,0.0,6,0,200,0
614,1,1,0,6,0,0,0,0,0,48.08,3.75,1.0,0,100,2,0
615,1,1,0,10,7,0,1,1,0,15.83,7.625,0.125,1,0,160,0
616,-1,1,0,6,7,0,0,1,2,22.5,0.415,0.335,0,144,0,0
617,1,1,0,6,7,1,0,1,0,21.5,11.5,0.5,0,100,68,0
618,0,1,0,10,7,0,1,1,0,23.58,0.83,0.415,1,200,11,0
619,1,2,2,5,2,0,0,0,0,21.08,5.0,0.0,0,0,0,0
620,1,1,0,1,3,0,1,1,0,25.67,3.25,2.29,1,416,21,0
621,0,1,0,0,7,0,0,0,0,38.92,1.665,0.25,0,0,390,0
622,1,1,0,1,7,0,0,0,0,15.75,0.375,1.0,0,120,18,0
623,1,1,0,1,7,0,1,1,0,28.58,3.75,0.25,1,40,154,0
624,0,1,0,0,7,0,0,0,0,22.25,9.0,0.085,0,0,0,0
625,1,1,0,1,7,0,0,0,0,29.83,3.5,0.165,0,216,0,0
626,0,1,0,12,7,0,0,1,0,23.5,1.5,0.875,0,160,0,0
627,0,2,2,2,7,0,0,1,0,32.08,4.0,1.5,0,120,0,0
628,1,2,2,12,7,0,0,0,2,31.08,1.5,0.04,0,160,0,0
629,0,2,2,9,7,0,0,0,0,31.83,0.04,0.04,0,0,0,0
630,0,1,0,1,7,0,0,1,0,21.75,11.75,0.25,0,180,0,0
631,1,1,0,1,7,0,1,1,0,17.92,0.54,1.75,1,80,5,0
632,0,1,0,3,3,0,0,1,2,30.33,0.5,0.085,0,252,0,0
633,0,2,2,5,2,0,0,0,0,51.83,2.04,1.5,0,120,1,0
634,0,1,0,12,7,0,0,0,0,47.17,5.835,5.5,0,465,150,0
635,1,1,0,2,7,0,0,0,0,25.83,12.835,0.5,0,0,2,0
636,1,1,0,0,7,0,0,1,0,50.25,0.835,0.5,0,240,117,0
637,0,1,0,6,3,0,0,0,0,37.33,2.5,0.21,0,260,246,0
638,1,1,0,0,7,0,0,0,0,41.58,1.04,0.665,0,240,237,0
639,1,1,0,10,3,0,1,1,0,30.58,10.665,0.085,12,129,3,0
640,1,1,0,9,7,0,1,0,0,19.42,7.25,0.04,1,100,1,0
641,0,1,0,5,2,0,0,0,0,17.92,10.21,0.0,0,0,50,0
642,0,1,0,1,7,0,0,0,0,20.08,1.25,0.0,0,0,0,0
643,1,1,0,8,7,0,0,0,0,19.5,0.29,0.29,0,280,364,0
644,1,2,2,3,3,0,0,0,0,27.83,1.0,3.0,0,176,537,0
645,1,1,0,6,7,0,0,1,0,17.08,3.29,0.335,0,140,2,0
646,1,2,2,3,7,0,0,0,0,36.42,0.75,0.585,0,240,3,0
647,0,1,0,9,7,0,0,1,2,40.58,3.29,3.5,0,400,0,0
648,-1,2,2,4,3,0,0,0,0,21.08,10.085,1.25,0,260,0,0
649,0,1,0,1,7,0,1,1,0,22.67,0.75,2.0,2,200,394,0
650,0,2,2,5,2,0,1,1,0,25.25,13.5,2.0,1,200,1,0
651,0,1,0,0,7,0,0,0,0,17.92,0.205,0.04,0,280,750,0
652,1,1,0,1,3,0,0,1,0,35.0,3.375,8.29,0,0,0,0
